codigo_ine,objetivo_aue,promedio_indice,n_indicadores,periodo_max
43079,5,63.11398993418572,7,2025
43079,6,51.184573626,2,2024
43080,1,43.35485995818182,11,2026
43080,2,53.83398692950001,6,2025
43080,3,55.86721407,8,2025
43080,4,77.43147386636363,11,2025
43080,5,58.57687852744444,9,2025
43080,6,46.42330769,2,2024
43081,1,43.385433090333336,9,2025
43081,2,87.66934087125,8,2025
43081,3,65.41696063777778,9,2025
43081,4,81.77704052923076,13,2025
43081,5,84.03895159,7,2025
43081,6,46.46746154,2,2024
43082,1,43.860434690000005,8,2025
43082,2,66.9914625075,8,2025
43082,3,58.89624795,9,2025
43082,4,71.01868989333333,12,2025
43082,5,70.29600597785715,7,2025
43082,6,32.951,2,2024
43083,1,31.33482138416667,12,2026
43083,2,78.18100431666666,6,2025
43083,3,66.669584633,10,2025
43083,4,70.46021881416667,12,2025
43083,5,36.45194104777778,9,2025
43083,6,43.563615385,2,2024
43084,1,42.48694985,8,2025
43084,2,71.19833159625,8,2025
43084,3,69.73583580555555,9,2025
43084,4,77.30914439749999,12,2025
43084,5,67.31987663571428,7,2025
43084,6,39.37730769,2,2024
43085,1,63.57037126875,8,2025
43085,2,82.60426459166666,6,2025
43085,3,75.36206644333333,9,2025
43085,4,81.40891454333332,12,2025
43085,5,73.02392192233333,6,2025
43085,6,96.78,1,2024
43086,1,45.2122268905,8,2025
43086,2,81.10951432375,8,2025
43086,3,70.42675260388889,9,2025
43086,4,73.020339815,12,2025
43086,5,47.930646478571425,7,2025
43086,6,80.11151323,2,2024
43088,1,32.9314000995,12,2026
43088,2,77.83825136375,8,2025
43088,3,62.309457961,10,2025
43088,4,72.38899495416666,12,2025
43088,5,44.38527742844444,9,2025
43088,6,58.14431124,2,2024
43089,1,41.692108094999995,8,2025
43089,2,76.41931488666667,6,2025
43089,3,65.92617864777777,9,2025
43089,4,63.3952562375,12,2025
43089,5,41.740631255714284,7,2025
43089,6,49.951615385,2,2024
43090,1,35.09668084,8,2025
43090,2,50.8980677525,8,2025
43090,3,55.26576252111111,9,2025
43090,4,47.619425715,12,2025
43090,5,47.826121421428574,7,2025
43090,6,43.99129896,2,2024
43091,1,46.66453480125,8,2025
43091,2,58.90355631666667,6,2025
43091,3,68.99296190000001,9,2025
43091,4,62.932249210833334,12,2025
43091,5,54.15303581571429,7,2025
43091,6,0.0,1,2024
43092,1,37.01078967236666,9,2025
43092,2,63.61128561625,8,2025
43092,3,51.19168296,9,2025
43092,4,55.36833983015385,13,2025
43092,5,40.15352840142857,7,2025
43092,6,80.33284325,2,2024
43093,1,45.02542303085714,7,2025
43093,2,69.4472207,8,2025
43093,3,52.41383917066666,9,2025
43093,4,60.888160303333336,12,2025
43093,5,54.46719511142857,7,2025
43093,6,64.93186883999999,2,2024
43094,1,34.30844341635,8,2025
43094,2,60.06256925375,8,2025
43094,3,50.23049757675555,9,2025
43094,4,71.67096995166666,12,2025
43094,5,69.09102347857143,7,2025
43094,6,61.551572045,2,2024
43095,1,30.586637470666663,12,2026
43095,2,82.679573535,8,2025
43095,3,55.31245053599999,10,2025
43095,4,69.08198095583333,12,2025
43095,5,46.235056373666666,9,2025
43095,6,82.084935535,2,2024
43096,1,58.265958928749995,8,2025
43096,2,88.517590795,6,2025
43096,3,85.42570296666666,9,2025
43096,4,66.63639069,12,2025
43096,5,40.66680171571428,7,2025
43096,6,40.02076923,2,2024
43097,1,45.89469668375,8,2025
43097,2,74.68898575,8,2025
43097,3,61.07793828333334,9,2025
